pubmedid,title,abstract,pub_year
37268395,Targeting KRAS in pancreatic cancer: Emerging therapeutic strategies.,"KRAS, a predominant member of the RAS family, is the most frequently mutated oncogene in human pancreatic cancer (∼95% of cases). Mutations in KRAS lead to its constitutive activation and activation of its downstream signaling pathways such as RAF/MEK/ERK and PI3K/AKT/mTOR that promote cell proliferation and provide apoptosis evasion capabilities to cancer cells. KRAS had been considered 'undruggable' until the discovery of the first covalent inhibitor targeting the G12C mutation. While G12C mutations are frequently found in non-small cell lung cancer, these are relatively rare in pancreatic cancer. On the other hand, pancreatic cancer harbors other KRAS mutations such as G12D and G12V. The inhibitors targeting G12D mutation (such as MRTX1133) have been recently developed, whereas those targeting other mutations are still lacking. Unfortunately, KRAS inhibitor monotherapy-associated resistance hinders their therapeutic efficacy. Therefore, various combination strategies have been tested and some yielded promising results, such as combinations with receptor tyrosine kinase, SHP2, or SOS1 inhibitors. In addition, we recently demonstrated that the combination of sotorasib with DT2216 (a BCL-X",2023
37267704,Burn-Induced Apoptosis in the Livers of Aged Mice Is Associated With Caspase Cleavage of Bcl-xL.,"Older adult burn victims have poorer outcomes than younger burn victims. The liver is critical for the recovery of patients with burns. Postburn hepatic apoptosis in young individuals compromises liver integrity; however, this pathway has not yet been studied in older individuals. Because aged animals with burns suffer significant liver damage, we hypothesized that apoptosis is altered in these animals and may affect liver function. Understanding postburn hepatic apoptosis and its effects on liver function in aged animals may help improve outcomes in older patients.",2023
37126127,Non-canonical role for the ataxia-telangiectasia-Rad3 pathway in STAT3 activation in human multiple myeloma cells.,The goal of this study was to characterize the relationship between ATR and STAT3 interactions in human multiple myeloma (MM) cells.,2023
37103372,Marine Polyether Phycotoxin Palytoxin Induces Apoptotic Cell Death via Mcl-1 and Bcl-2 Downregulation.,"Palytoxin is considered one of the most potent biotoxins. As palytoxin-induced cancer cell death mechanisms remain to be elucidated, we investigated this effect on various leukemia and solid tumor cell lines at low picomolar concentrations. As palytoxin did not affect the viability of peripheral blood mononuclear cells (PBMC) from healthy donors and did not create systemic toxicity in zebrafish, we confirmed excellent differential toxicity. Cell death was characterized by a multi-parametric approach involving the detection of nuclear condensation and caspase activation assays. zVAD-sensitive apoptotic cell death was concomitant with a dose-dependent downregulation of antiapoptotic Bcl-2 family proteins Mcl-1 and Bcl-xL. Proteasome inhibitor MG-132 prevented the proteolysis of Mcl-1, whereas the three major proteasomal enzymatic activities were upregulated by palytoxin. Palytoxin-induced dephosphorylation of Bcl-2 further exacerbated the proapoptotic effect of Mcl-1 and Bcl-xL degradation in a range of leukemia cell lines. As okadaic acid rescued cell death triggered by palytoxin, protein phosphatase (PP)2A was involved in Bcl-2 dephosphorylation and induction of apoptosis by palytoxin. At a translational level, palytoxin abrogated the colony formation capacity of leukemia cell types. Moreover, palytoxin abrogated tumor formation in a zebrafish xenograft assay at concentrations between 10 and 30 pM. Altogether, we provide evidence of the role of palytoxin as a very potent and promising anti-leukemic agent, acting at low picomolar concentrations in cellulo and in vivo.",2023
37078707,The carboxyl-terminal sequence of PUMA binds to both anti-apoptotic proteins and membranes.,Anti-apoptotic proteins such as BCL-X,2023
37035008,Bcl-x short-isoform is essential for maintaining homeostasis of multiple tissues.,"BCL-2-like protein 1 (BCL2L1) is a key component of cell survival and death mechanisms. Its dysregulation and altered ratio of splicing variants associate with pathologies. However, isoform-specific loss-of-function analysis of BCL2L1 remains unexplored. Here we show the functional impact of genetically inhibiting Bcl-x short-isoform (Bcl-xS) ",2023
36997643,Mutual induced-fit mechanism drives binding between intrinsically disordered Bim and cryptic binding site of Bcl-xL.,"The intrinsically disordered region (IDR) of Bim binds to the flexible cryptic site of Bcl-xL, a pro-survival protein involved in cancer progression that plays an important role in initiating apoptosis. However, their binding mechanism has not yet been elucidated. We have applied our dynamic docking protocol, which correctly reproduced both the IDR properties of Bim and the native bound configuration, as well as suggesting other stable/meta-stable binding configurations and revealed the binding pathway. Although the cryptic site of Bcl-xL is predominantly in a closed conformation, initial binding of Bim in an encounter configuration leads to mutual induced-fit binding, where both molecules adapt to each other; Bcl-xL transitions to an open state as Bim folds from a disordered to an α-helical conformation while the two molecules bind each other. Finally, our data provides new avenues to develop novel drugs by targeting newly discovered stable conformations of Bcl-xL.",2023
36997005,Maleimide constrained BAD BH3 domain peptides as BCL-x,"Development of protein-protein interaction (PPI) inhibitors remains a major challenge. A significant number of PPIs are mediated by helical recognition epitopes; although peptides derived from such epitopes are attractive templates for inhibitor design, they may not readily adopt a bioactive conformation, are susceptible to proteolysis and rarely elicit optimal cell uptake properties. Constraining peptides has therefore emerged as a useful method to mitigate against these liabilities in the development of PPI inhibitors. Building on our recently reported method for constraining peptides by reaction of dibromomaleimide derivatives with two cysteines positioned in an i and i + 4 relationship, in this study, we showcase the power of the method for rapid identification of ideal constraining positions using a maleimide-staple scan based on a 19-mer sequence derived from the BAD BH3 domain. We found that the maleimide constraint had little or a detrimental impact on helicity and potency in most sequences, but successfully identified i, i + 4 positions where the maleimide constraint was tolerated. Analyses using modelling and molecular dynamics (MD) simulations revealed that the inactive constrained peptides likely lose interactions with the protein as a result of introducing the constraint.",2023
36902436,Venetoclax-Resistant T-ALL Cells Display Distinct Cancer Stem Cell Signatures and Enrichment of Cytokine Signaling.,"Therapy resistance remains one of the major challenges for cancer treatment that largely limits treatment benefits and patient survival. The underlying mechanisms that lead to therapy resistance are highly complicated because of the specificity to the cancer subtype and therapy. The expression of the anti-apoptotic protein BCL2 has been shown to be deregulated in T-cell acute lymphoblastic leukemia (T-ALL), where different T-ALL cells display a differential response to the BCL2-specific inhibitor venetoclax. In this study, we observed that the expression of anti-apoptotic BCL2 family genes, such as ",2023
36869126,Serine-arginine protein kinase 1 (SRPK1) promotes EGFR-TKI resistance by enhancing GSK3β Ser9 autophosphorylation independent of its kinase activity in non-small-cell lung cancer.,"Resistance to epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors (TKIs) is a major challenge for clinicians and patients with non-small cell lung cancer (NSCLC). Serine-arginine protein kinase 1 (SRPK1) is a key oncoprotein in the EGFR/AKT pathway that participates in tumorigenesis. We found that high SRPK1 expression was significantly associated with poor progression-free survival (PFS) in patients with advanced NSCLC undergoing gefitinib treatment. Both in vitro and in vivo assays suggested that SRPK1 reduced the ability of gefitinib to induce apoptosis in sensitive NSCLC cells independently of its kinase activity. Moreover, SRPK1 facilitated binding between LEF1, β-catenin and the EGFR promoter region to increase EGFR expression and promote the accumulation and phosphorylation of membrane EGFR. Furthermore, we verified that the SRPK1 spacer domain bound to GSK3β and enhanced its autophosphorylation at Ser9 to activate the Wnt pathway, thereby promoting the expression of Wnt target genes such as Bcl-X. The correlation between SRPK1 and EGFR expression was confirmed in patients. In brief, our research suggested that the SRPK1/GSK3β axis promotes gefitinib resistance by activating the Wnt pathway and may serve as a potential therapeutic target for overcoming gefitinib resistance in NSCLC.",2023
